Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Georeference,NYS Municipal Boundaries 2,New York Zip Codes 2,Counties 2
ELEC,CITY AMSTERDAM BRIDGE ST EV 2,55 Bridge St Bridge Street Parking Lot,,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.934452,-74.197338,2021-07-15T00:00:00.000,170132,2021-07-15 00:25:19,,,,2020-12-14T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.197338, 42.934452]}",497,1143,624
ELEC,Village of Churchville,23 E Buffalo St,,Churchville,NY,14428,,585-293-3720,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,43.104011,-77.883046,2020-06-09T00:00:00.000,157966,2021-03-11 23:22:17,P,,,2020-05-15T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.883046, 43.104011]}",538,181,2093
ELEC,Cedar Lakes Estate - Tesla Destination,1 Team USA Wy,,Port Jervis,NY,12771,,845-533-3328  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,41.346021,-74.638058,2020-11-03T00:00:00.000,115212,2021-03-11 23:22:17,P,,,2018-11-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.638058, 41.346021]}",876,1091,2134
ELEC,Burger King Attica NY,130 Prospect St,,Attica,NY,14011,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2.0,,,Blink Network,{'url': 'http://www.blinkcharging.com/'},GPS,42.8713,-78.2761,2021-07-14T00:00:00.000,164375,2021-07-14 22:55:15,,,,2020-07-21T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.2761, 42.8713]}",794,486,2086
ELEC,PANYNJ LGA WEST 1,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,40.773116,-73.874977,2021-07-15T00:00:00.000,162285,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.874977, 40.773116]}",196,841,2137
ELEC,BRUNSWICK HD BRUNSWICK HD,1130 Hoosick Rd,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.758957,-73.6023,2021-07-15T00:00:00.000,174850,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.6023, 42.758957]}",130,11,2138
ELEC,iPark 34 N 7th Street - Tesla Destination,34 N 7th St,,Brooklyn,NY,11249,,718-782-1494  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,8.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.720475,-73.96265,2020-11-03T00:00:00.000,168539,2021-03-11 23:22:17,P,,,2020-11-03T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.96265, 40.720475]}",894,889,2090
ELEC,NLH1 NLH 1,99 E State Street,,Gloversville,NY,12078,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.071773,-74.330608,2021-07-15T00:00:00.000,162476,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.330608, 43.071773]}",385,1227,2085
ELEC,Icon Parking Sutton 53 - Tesla Destination,417 E 53rd St,,New York,NY,10022,,212-644-6312  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,40.755371,-73.963368,2020-11-03T00:00:00.000,115128,2021-03-11 23:22:17,P,,,2018-11-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.963368, 40.755371]}",749,749,2095
ELEC,DEER PARK TANGER EV 2,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,40.762397,-73.305471,2021-07-15T00:00:00.000,180161,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.305471, 40.762397]}",1023,1110,2179
ELEC,2500 POND VIEW STATION 4,2500 Pond View,,Castleton-on-Hudson,NY,12033,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.584201,-73.671125,2021-07-15T00:00:00.000,190873,2021-07-15 00:25:19,,,,2021-06-10T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.671125, 42.584201]}",112,1158,2138
ELEC,iPark NYC 246 E 45 Street - Tesla Destination,246  E 45th St,,New York,NY,10017,,212-599-8658  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,40.751676,-73.971144,2020-11-03T00:00:00.000,115067,2021-03-11 23:22:17,P,,,2016-06-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.971144, 40.751676]}",749,740,2095
ELEC,Saranac Lake Police Department,3 Main St,,Saranac Lake,NY,12983,,866-816-7584,E,,Public,24 hours daily,,,,,,1.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,44.3242414,-74.1319456,2020-04-08T00:00:00.000,123097,2021-03-11 23:22:17,LG,,,2019-04-01T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.1319456, 44.3242414]}",183,303,621
ELEC,TRICITYRENTALS PARK SOUTH,17 New Scotland Av,,Albany,NY,12208,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.654458,-73.773464,2021-07-15T00:00:00.000,123416,2021-07-15 00:25:19,,,,2019-05-30T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.773464, 42.654458]}",814,45,2030
ELEC,PANYNJ LGA WEST 5,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,40.772972,-73.875608,2021-07-15T00:00:00.000,180140,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.875608, 40.772972]}",196,841,2137
ELEC,PRIMA LOFTS LL ALB LOFTS 1.2,1373 Broadway,,Menands,NY,12204,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.67623,-73.73344,2021-07-15T00:00:00.000,153305,2021-07-15 00:25:19,,,,2020-02-05T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.73344, 42.67623]}",814,41,2030
ELEC,ABM Parking 750 Lexington Ave LLC - Tesla Destination,118 E 60th St,,New York,NY,10022,,212-754-2678  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.762806,-73.9687,2020-11-03T00:00:00.000,115004,2021-03-11 23:22:17,P,,,2018-11-01T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.9687, 40.762806]}",749,749,2095
ELEC,Nap York - Tesla Destination,480 7th Avenue,,New York,NY,10018,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.752301,-73.99,2020-11-03T00:00:00.000,168977,2021-03-11 23:22:17,P,,,2020-11-03T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.99, 40.752301]}",749,741,2095
ELEC,NYSE Thruway - NYPA,20 Codys Ct,,Saugerties,NY,12477,,866-816-7584,E,,Public,24 hours daily,A D M V,,,,,,2.0,,EV Connect,{'url': 'http://evconnect.com/'},200-9,42.110368,-73.958599,2020-11-09T00:00:00.000,167630,2021-03-11 23:22:17,SG,,,2020-06-24T00:00:00.000,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,STANDALONE_STATION,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.958599, 42.110368]}",411,330,2182
ELEC,MUNICIPAL EVSE PARK STREET 2,50-54 Park St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.307855,-73.644584,2021-07-15T00:00:00.000,180142,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.644584, 43.307855]}",824,783,2183
ELEC,Glenwood Grand Tier Parking - Tesla Destination,1930 Broadway,,New York,NY,10023,,212-769-0546  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,2.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.772436,-73.981695,2020-11-03T00:00:00.000,115036,2021-03-11 23:22:17,P,,,2017-09-01T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.981695, 40.772436]}",749,750,2095
ELEC,Price Chopper,10 Glenwood Ave,,Binghamton,NY,13905,,607-770-7151,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,42.107612,-75.935778,2021-06-07T00:00:00.000,154765,2021-06-07 17:37:37,P,,,2015-09-01T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.935778, 42.107612]}",968,479,2033
ELEC,Apple West Parking,303 West 96th Street,This is located in the entrance of the garage,New York,NY,10025,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4.0,,,Blink Network,{'url': 'http://www.blinkcharging.com/'},GPS,40.795783,-73.973678,2021-07-14T00:00:00.000,163485,2021-07-14 22:55:15,,,,2020-06-19T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.973678, 40.795783]}",749,752,2095
ELEC,MUNICIPAL EVSE HOCKEY ICE RINK,Fire rd,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.322006,-73.6654,2021-07-15T00:00:00.000,175501,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.6654, 43.322006]}",824,783,2183
ELEC,One Blue Slip-Greenpoint - Tesla Destination,1 Blue Slip,,Brooklyn,NY,11222,,718-713-8733  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,5.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},GPS,40.736224,-73.959356,2020-11-03T00:00:00.000,150540,2021-03-11 23:22:17,P,,,2019-09-30T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.959356, 40.736224]}",894,901,2090
ELEC,TOWN SAND LAKE SAND LAKE,8428 Miller Hill Rd,,Averill Park,NY,12018,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.638393,-73.54167,2021-07-15T00:00:00.000,149114,2021-07-15 00:25:19,,,,2019-11-13T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.54167, 42.638393]}",114,1146,2138
ELEC,OLYMPIC SPORTS  SPORTS 7,Bob Run Rd,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,44.220506,-73.923843,2021-07-15T00:00:00.000,182113,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.923843, 44.220506]}",430,275,2084
ELEC,EVPASS ONCT-5,400-498 Harrison St,,Syracuse,NY,13202,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.04417,-76.146812,2021-07-15T00:00:00.000,180174,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.146812, 43.04417]}",687,711,2132
ELEC,ImPark 500 4th Ave - Tesla Destination,212 12th St,,Brooklyn,NY,11215,,212-937-8660  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,4.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,40.668403,-73.990389,2020-11-03T00:00:00.000,122471,2021-03-11 23:22:17,P,,,2019-03-01T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.990389, 40.668403]}",894,893,2090
ELEC,SUNY BUFFALO JACOBS 2,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.998854,-78.787388,2021-07-15T00:00:00.000,182260,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.787388, 42.998854]}",304,163,2041
ELEC,Serendipity Labs Inc. - Tesla Destination,80 Theodore Fremd Ave,,Rye,NY,10580,,914-908-6770  877-798-3752,E,,Public - Call ahead,24 hours daily,,,,,,1.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.983031,-73.687987,2020-11-03T00:00:00.000,115231,2021-03-11 23:22:17,P,,,2015-02-01T00:00:00.000,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.687987, 40.983031]}",953,1342,2185
ELEC,SPOT cowork Rochester - Tesla Destination,21 Goodway Dr,,Rochester,NY,14623,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},GPS,43.091974,-77.580604,2020-11-03T00:00:00.000,154441,2021-03-11 23:22:17,P,,,2020-03-06T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.580604, 43.091974]}",546,1682,2093
ELEC,EVPASS ONCT-3,400-498 Harrison St,,Syracuse,NY,13202,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.044174,-76.146873,2021-07-15T00:00:00.000,180172,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.146873, 43.044174]}",687,711,2132
ELEC,NATIONAL GRID 1 BRIDGE PLAZA,1 Bridge PLaza,,Ogdensburg,NY,13669,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,44.718303,-75.455798,2021-07-15T00:00:00.000,162232,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.455798, 44.718303]}",318,1591,2140
ELEC,420 Broadway -Schenectady,420 Broadway,,Schenectady,NY,12305,,518-691-3119,E,,Public,24 hours daily,,,,,,6.0,,,LIVINGSTON,{'url': 'https://www.solution.energy/evse/'},GPS,42.8078485,-73.9460144,2021-06-07T00:00:00.000,189503,2021-06-07 17:37:37,P,,,2021-04-30T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,NONE,"{'type': 'Point', 'coordinates': [-73.9460144, 42.8078485]}",104,74,2142
ELEC,SUNY BUFFALO JACOBS 6,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.998857,-78.787152,2021-07-15T00:00:00.000,182259,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.787152, 42.998857]}",304,163,2041
ELEC,SHG FAIRFIELD 1.2,21 Big Boom Rd,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.295773,-73.67625,2021-07-15T00:00:00.000,181988,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.67625, 43.295773]}",818,785,2183
ELEC,GGMC Parking 8 E 33rd St Garage - Tesla Destination,325  East 5th Ave,,New York,NY,10016,,212-725-4102  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.74733,-73.984857,2020-11-03T00:00:00.000,115096,2021-03-11 23:22:17,P,,,2016-01-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.984857, 40.74733]}",749,739,2095
ELEC,Fairport Junction,9 Liftbridge Ln E,Rear of Public Parking Lot,Fairport,NY,14452,,585-223-9500,E,,Public,24 hours daily,,,,,,6.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,43.102618,-77.441143,2021-06-07T00:00:00.000,152215,2021-06-07 17:37:37,LG,,,2019-12-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.441143, 43.102618]}",540,231,2093
ELEC,CENTROTHERM CENTRO F6,400 S Pearl St,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.637654,-73.758885,2021-07-15T00:00:00.000,187556,2021-07-15 00:25:19,,,,2021-04-13T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.758885, 42.637654]}",814,39,2030
ELEC,Tom Wahl’s Inc,283 E Main St,,Avon,NY,14414,,866-816-7584,E,,Public,24 hours daily,,,,,,4.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,42.90966,-77.732626,2021-06-07T00:00:00.000,157945,2021-06-07 17:37:37,P,,,2020-05-15T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.20 per kWh,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.732626, 42.90966]}",748,171,2091
ELEC,MP 225 LLC NS1-225 RECTOR,225 Rector Pl,,New York,NY,10280,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,40.709225,-74.016154,2021-07-15T00:00:00.000,162488,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.016154, 40.709225]}",749,602,2095
ELEC,NATIONAL GRID SUNY COBLESKILL,911 Saratoga Dr,,Cobleskill,NY,12043,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.670143,-74.507792,2021-07-15T00:00:00.000,162217,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.507792, 42.670143]}",147,1173,629
ELEC,STOHL STOHL3,3860 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.779439,-78.781273,2021-07-15T00:00:00.000,180673,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.781273, 42.779439]}",282,956,2041
ELEC,Heritage Park,65 Franklin St,,Springville,NY,14141,,716-592-4936,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,42.510491,-78.665211,2020-06-09T00:00:00.000,157961,2021-03-11 23:22:17,P,,,2020-05-15T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.665211, 42.510491]}",294,5,2041
ELEC,Village of Kinderhook,3 Hudson St,,Kinderhook,NY,12106,,518-758-9882,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,42.395119,-73.696947,2020-03-03T00:00:00.000,117325,2021-03-11 23:22:17,LG,,,2019-01-23T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.696947, 42.395119]}",514,1239,619
ELEC,iPark NYC 1025 83rd - Tesla Destination,11 E 83rd St,,New York,NY,10028,,855-472-7569  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,40.779468,-73.961086,2020-11-03T00:00:00.000,114999,2021-03-11 23:22:17,P,,,2016-03-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.961086, 40.779468]}",749,755,2095
ELEC,ADAMS STATION 101 BAXTER CT,101 Baxter Ct,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.60808,-73.84867,2021-07-15T00:00:00.000,165398,2021-07-15 00:25:19,,,,2020-08-22T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.84867, 42.60808]}",837,1180,2030
ELEC,WHITEFACE MT WHITEFACE 1,5021 Route 86,,Wilmington,NY,12997,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,44.359205,-73.858698,2021-07-15T00:00:00.000,170744,2021-07-15 00:25:19,,,,2021-01-01T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.858698, 44.359205]}",417,340,2084
ELEC,Long Island Home Heating,45 Commerce Dr,,Hauppauge,NY,11788,,866-816-7584,E,,Public,24 hours daily,,,,,,3.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,40.8100667,-73.2671393,2020-04-08T00:00:00.000,123111,2021-03-11 23:22:17,P,,,2019-04-01T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.2671393, 40.8100667]}",1014,1428,2179
ELEC,Village of Cherry Valley,2 Genesee St,Located near Village Park entrance,Cherry Valley,NY,13320,,607-264-3791,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,42.797294,-74.758022,2020-03-03T00:00:00.000,104135,2021-03-11 23:22:17,P,,,2018-10-04T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.758022, 42.797294]}",912,777,2136
ELEC,MASSENA_EV MUNI PARKING,21-25 Andrews St,,Massena,NY,13662,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,44.931757,-74.893984,2021-07-15T00:00:00.000,162410,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.893984, 44.931757]}",321,1585,2140
